cpa-provision-service,TeliaSoneraNorge/cpa-provision-service,cpa-provision-service-deploy-key,358107645737.dkr.ecr.eu-west-1.amazonaws.com/cpa-provision-service,java
cpa-settlement-service,TeliaSoneraNorge/cpa-settlement-service,cpa-settlement-service-deploy-key,358107645737.dkr.ecr.eu-west-1.amazonaws.com/cpa-settlement-service,java
cpa-callback-service,TeliaSoneraNorge/cpa-callback-service,cpa-callback-service-deploy-key,358107645737.dkr.ecr.eu-west-1.amazonaws.com/cpa-callback-service,java
cpa-api-service,TeliaSoneraNorge/cpa-api-service,cpa-callback-service-deploy-key,358107645737.dkr.ecr.eu-west-1.amazonaws.com/cpa-api-service,java
cpa-smpp-service,TeliaSoneraNorge/cpa-smpp-service,cpa-smpp-service-deploy-key,358107645737.dkr.ecr.eu-west-1.amazonaws.com/cpa-smpp-service,java
cpa-charge-service,TeliaSoneraNorge/cpa-charge-service,cpa-charge-service-deploy-key,358107645737.dkr.ecr.eu-west-1.amazonaws.com/cpa-charge-service,java
cpa-message-service,TeliaSoneraNorge/cpa-message-service,cpa-message-service-deploy-key,358107645737.dkr.ecr.eu-west-1.amazonaws.com/cpa-message-service,java
cpa-deliver-service,TeliaSoneraNorge/cpa-deliver-service,cpa-deliver-service-deploy-key,358107645737.dkr.ecr.eu-west-1.amazonaws.com/cpa-deliver-service,java
